,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
5266,37028.0,39061-2020,39061,829909,0.9464708724429246,403543,426366,36.9,52847,96645,336402,202968,130267,1.0,559407,220360,2190,24713,1123,22116,798874,31035
5267,38902.0,39061-2021,39061,826139,0.9453715717417566,401470,424669,37.0,51771,95417,336901,197992,132980,1.0,556217,219644,2256,24430,1096,22496,793994,32145
5268,32797.0,39063-2019,39063,75690,0.978461458033824,37433,38257,39.4,4466,8404,28866,19720,13340,4.0,70815,1551,286,1596,15,1427,71267,4423
5269,32829.0,39063-2020,39063,74830,0.9957859924254548,37336,37494,39.6,4314,8403,28380,19509,13245,4.0,69858,1583,287,1627,15,1460,70321,4509
5270,34532.0,39063-2021,39063,74656,0.9961497326203208,37256,37400,39.7,4275,8253,28453,19179,13508,4.0,69540,1667,294,1620,17,1518,70018,4638
5271,23383.0,39065-2019,39065,31369,0.995229614552856,15647,15722,36.2,1882,3673,12671,7585,5138,6.0,30198,307,85,246,19,514,30746,623
5272,23498.0,39065-2020,39065,30725,1.0048939641109298,15400,15325,36.1,1874,3661,12398,7447,4931,6.0,29473,335,97,255,18,547,30079,646
5273,25057.0,39065-2021,39065,30621,0.9983684657051493,15298,15323,36.0,1881,3645,12393,7329,4959,6.0,29347,341,100,266,19,548,29957,664
5274,24940.0,39067-2019,39067,15053,0.982744994731296,7461,7592,46.5,761,1546,4775,4475,3309,6.0,14424,311,39,35,2,242,14872,181
5275,25751.0,39067-2020,39067,14493,1.0006902263942574,7249,7244,45.9,725,1524,4674,4222,3165,6.0,13830,315,44,39,2,263,14317,176
5276,27455.0,39067-2021,39067,14477,0.9954514128187456,7222,7255,45.4,723,1557,4709,4099,3204,6.0,13793,304,42,44,2,292,14286,191
5277,28830.0,39069-2019,39069,26942,0.9785562164940884,13325,13617,41.5,1603,3167,9447,7256,5105,6.0,26128,208,141,148,7,310,24841,2101
5278,30188.0,39069-2020,39069,27629,0.991997116077866,13759,13870,41.3,1619,3299,9682,7411,5216,6.0,26809,205,141,150,8,316,25459,2170
5279,31671.0,39069-2021,39069,27538,0.9976786361987668,13753,13785,41.5,1602,3212,9725,7263,5340,6.0,26657,221,142,159,7,352,25360,2178
5280,23543.0,39071-2019,39071,43123,0.9697163476910428,21230,21893,41.2,2739,5049,15048,11636,8075,6.0,41339,636,161,200,14,773,42560,563
5281,24058.0,39071-2020,39071,43321,0.9787603343534464,21428,21893,41.1,2747,5126,15158,11644,8023,6.0,41484,682,164,198,14,779,42729,592
5282,24980.0,39071-2021,39071,43354,0.9836200585651538,21498,21856,41.2,2737,5111,15185,11514,8180,6.0,41450,690,161,206,13,834,42740,614
5283,25588.0,39073-2019,39073,28240,0.9837032874402922,14004,14236,43.3,1515,3153,9665,8059,5487,1.0,27413,197,108,114,11,397,27930,310
5284,26733.0,39073-2020,39073,27999,0.9918190225510422,13942,14057,43.3,1519,3160,9516,8016,5431,1.0,27117,208,113,132,10,419,27695,304
5285,27714.0,39073-2021,39073,28097,1.0006408430646538,14053,14044,43.3,1490,3161,9567,7941,5551,1.0,27175,232,112,137,10,431,27773,324
5286,23404.0,39075-2019,39075,44021,1.0037780508898904,22052,21969,31.8,3617,6692,17340,9449,6170,7.0,43393,175,43,105,20,285,43576,445
5287,24751.0,39075-2020,39075,44194,1.0148627701285675,22260,21934,32.0,3633,6741,17366,9520,6147,7.0,43531,173,42,110,31,307,43732,462
5288,26999.0,39075-2021,39075,44271,1.018833508139906,22342,21929,32.2,3712,6617,17355,9549,6254,7.0,43581,189,45,119,31,306,43819,452
5289,26133.0,39077-2019,39077,58269,0.9821410347994692,28872,29397,40.1,3704,6920,20872,15615,10302,4.0,56002,828,189,220,29,1001,54256,4013
5290,26766.0,39077-2020,39077,58439,0.99593565354008,29160,29279,40.2,3610,7086,20941,15647,10312,4.0,56093,856,192,220,28,1050,54366,4073
5291,28145.0,39077-2021,39077,58367,0.9962719748272796,29129,29238,40.3,3488,6984,21108,15404,10536,4.0,55982,882,204,236,28,1035,54253,4114
5292,23254.0,39079-2019,39079,32372,0.9656324002671686,15903,16469,40.0,2089,3873,11770,8514,5698,7.0,31374,212,142,110,14,520,32020,352
5293,25004.0,39079-2020,39079,32642,0.9803433840927016,16159,16483,40.1,2041,3955,11870,8598,5701,7.0,31596,227,145,130,14,530,32248,394
5294,25843.0,39079-2021,39079,32511,0.9805665549802012,16096,16415,40.1,1998,3885,11869,8476,5809,7.0,31425,230,143,129,15,569,32152,359
5295,26391.0,39081-2019,39081,65494,0.94702419882276,31856,33638,44.9,3336,6262,22524,18213,14438,3.0,59852,3566,155,348,22,1551,64422,1072
5296,26602.0,39081-2020,39081,65107,0.96288703307305,31938,33169,44.4,3347,6350,22464,17976,14199,3.0,59381,3574,161,351,25,1615,63968,1139
5297,28207.0,39081-2021,39081,64789,0.959028785679729,31717,33072,44.3,3287,6336,22447,17540,14402,3.0,59057,3551,161,358,30,1632,63613,1176
5298,26390.0,39083-2019,39083,62239,0.9602217252999904,30488,31751,39.4,3803,7052,23226,15943,11408,4.0,60128,637,173,403,21,877,61227,1012
5299,27599.0,39083-2020,39083,62765,0.9752950432730134,30990,31775,39.2,3815,7293,23386,15874,11536,4.0,60648,632,173,395,25,892,61690,1075
5300,29383.0,39083-2021,39083,62897,0.9793869587109768,31121,31776,39.4,3701,7240,23545,15664,11844,4.0,60725,628,192,392,24,936,61777,1120
5301,34409.0,39085-2019,39085,229739,0.951604682376527,112021,117718,44.1,11246,22666,80488,65479,47026,1.0,210397,11042,467,3502,65,4266,219027,10712
5302,35007.0,39085-2020,39085,232410,0.9656948567658776,114177,118233,43.9,11253,22934,81843,65815,47641,1.0,212086,11660,494,3653,67,4450,221170,11240
5303,37586.0,39085-2021,39085,232023,0.964831312241718,113935,118088,44.0,11047,22396,82180,64615,48888,1.0,210945,12290,517,3635,73,4563,220402,11621
5304,24562.0,39087-2019,39087,59556,0.9493322859387274,29004,30552,42.2,3259,6553,21148,16404,11411,2.0,56878,1256,142,289,10,981,58963,593
5305,24733.0,39087-2020,39087,58132,0.9623278422900352,28508,29624,42.3,3086,6456,20619,16073,11105,2.0,55411,1260,161,276,13,1011,57546,586
5306,25754.0,39087-2021,39087,57445,0.9620534189493818,28167,29278,42.4,3016,6307,20459,15784,11092,2.0,54678,1246,160,306,14,1041,56856,589
5307,31617.0,39089-2019,39089,177174,0.965498879545606,87032,90142,39.9,10679,20751,65505,48248,29678,1.0,160545,7518,600,4134,91,4286,173406,3768
5308,33514.0,39089-2020,39089,178680,0.9805140823994946,88461,90219,39.9,10564,21181,66145,48418,29897,1.0,160955,7664,621,4921,89,4430,174665,4015
5309,35931.0,39089-2021,39089,180401,0.97851502522483,89221,91180,40.0,10469,21324,67169,48073,30888,1.0,161104,7999,654,5893,100,4651,176222,4179
5310,29424.0,39091-2019,39091,45594,0.9891802277387548,22673,22921,41.7,2784,5282,15849,12606,8455,6.0,43170,838,149,360,23,1054,44655,939
5311,30266.0,39091-2020,39091,46065,0.9971818773032732,23000,23065,41.9,2663,5346,16007,12768,8613,6.0,43529,893,151,408,23,1061,45134,931
5312,32868.0,39091-2021,39091,46035,0.993547548934696,22943,23092,42.0,2646,5275,16033,12641,8772,6.0,43420,916,161,419,24,1095,45052,983
5313,30928.0,39093-2019,39093,310100,0.9675896550848964,152496,157604,41.9,17187,34267,111124,85108,58458,1.0,266912,27862,1165,4289,240,9632,277898,32202
5314,31627.0,39093-2020,39093,313367,0.9834107624340164,155373,157994,41.8,17161,35105,112295,85718,59020,1.0,269445,27989,1177,4462,234,10060,280270,33097
5315,33799.0,39093-2021,39093,315595,0.9841254872375204,156535,159060,41.9,17157,35113,113444,85014,60747,1.0,270754,28531,1224,4585,242,10259,281590,34005
5316,29226.0,39095-2019,39095,428888,0.9356597404004116,207316,221572,38.3,27310,49337,164634,110417,71748,2.0,317388,87315,1741,7593,230,14621,396622,32266
5317,29496.0,39095-2020,39095,430728,0.9474269592816644,209550,221178,38.3,26828,50365,165560,110308,71942,2.0,317933,88002,1753,7575,247,15218,397496,33232
5318,31632.0,39095-2021,39095,429191,0.9463650009750167,208682,220509,38.4,26245,49990,165810,108016,73312,2.0,315753,88123,1769,7649,254,15643,395599,33592
5319,29164.0,39097-2019,39097,44812,1.1909744291790936,24359,20453,40.6,2253,4638,17655,12598,7106,1.0,40350,2879,159,614,13,797,43743,1069
5320,29885.0,39097-2020,39097,43823,1.1896172679124613,23809,20014,40.9,2244,4549,17085,12420,6961,1.0,39484,2713,161,646,13,806,42690,1133
5321,31493.0,39097-2021,39097,44386,1.2047486588515797,24254,20132,40.8,2280,4478,17505,12438,7149,1.0,39822,2900,171,674,14,805,43186,1200
5322,28378.0,39099-2019,39099,227510,0.9612423816625432,111507,116003,43.7,12205,22404,79818,61359,49075,2.0,182414,36652,633,2059,141,5611,212609,14901
5323,28693.0,39099-2020,39099,227948,0.9780456269144996,112709,115239,43.3,12172,22779,80489,60821,48923,2.0,182640,36544,654,2112,153,5845,212432,15516
5324,30421.0,39099-2021,39099,226762,0.9783634761518396,112141,114621,43.2,12067,22542,80750,59146,49529,2.0,181593,36250,661,2122,162,5974,210910,15852
5325,24484.0,39101-2019,39101,65057,1.12785373192909,34483,30574,40.9,3756,6912,24371,17499,11796,4.0,58809,4239,203,383,52,1371,63157,1900
5326,25899.0,39101-2020,39101,65363,1.1333964357986814,34725,30638,40.7,3737,7230,24384,17404,11832,4.0,59033,4217,217,394,51,1451,63383,1980
5327,26823.0,39101-2021,39101,65291,1.1390754512990204,34768,30523,40.8,3668,7166,24476,17138,12051,4.0,58727,4364,221,414,52,1513,63287,2004
5328,37788.0,39103-2019,39103,180121,0.9768968204317716,89008,91113,42.7,9418,20204,63163,51701,33231,1.0,172037,2725,363,2378,45,2573,175761,4360
5329,38446.0,39103-2020,39103,182550,0.9885404298428122,90749,91801,42.7,9246,20568,63975,52220,33909,1.0,174120,2845,366,2468,52,2699,177928,4622
5330,41100.0,39103-2021,39103,183092,0.9910610393988496,91135,91957,42.9,9024,20286,64453,51864,34890,1.0,174390,2993,376,2551,50,2732,178305,4787
5331,24899.0,39105-2019,39105,22868,0.9811140951225852,11325,11543,44.2,1176,2384,7778,6550,4673,6.0,22209,223,74,51,5,306,22683,185
5332,24342.0,39105-2020,39105,22118,0.9940497655968266,11026,11092,44.3,1123,2300,7524,6326,4554,6.0,21498,204,73,62,4,277,21949,169
5333,24812.0,39105-2021,39105,22049,0.9964686707714596,11005,11044,44.4,1079,2322,7471,6250,4621,6.0,21399,211,72,69,4,294,21860,189
5334,29765.0,39107-2019,39107,41255,1.0203232125367288,20835,20420,38.7,3169,5199,14329,10414,7539,7.0,39770,212,148,245,390,490,40458,797
5335,30975.0,39107-2020,39107,42471,1.0308420599627026,21558,20913,38.7,3263,5444,14715,10599,7801,7.0,40944,203,138,250,400,536,41681,790
5336,32528.0,39107-2021,39107,42309,1.0275554703598984,21442,20867,39.0,3236,5398,14685,10332,8034,7.0,40787,219,137,253,365,548,41520,789
5337,31254.0,39109-2019,39109,106995,0.9685205968391808,52642,54353,41.2,6366,12435,37880,28710,20196,2.0,99933,2615,260,1861,39,2287,105000,1995
5338,31170.0,39109-2020,39109,108821,0.9837213117742494,53964,54857,41.1,6313,12932,38602,29026,20446,2.0,101409,2784,259,1946,47,2376,106689,2132
5339,34178.0,39109-2021,39109,109264,0.9852104871091408,54225,55039,41.2,6235,12906,38998,28656,20926,2.0,101552,2976,261,1942,47,2486,107084,2180
5340,26476.0,39111-2019,39111,13708,1.0194460813199764,6920,6788,46.8,694,1422,4323,3803,3313,8.0,13385,86,24,28,2,183,13604,104
5341,28521.0,39111-2020,39111,13354,1.030409001064315,6777,6577,46.5,654,1436,4218,3727,3163,8.0,13003,91,24,33,2,201,13260,94
5342,30569.0,39111-2021,39111,13329,1.0340302151686251,6776,6553,46.3,650,1444,4225,3687,3161,8.0,12964,98,26,32,2,207,13238,91
5343,30034.0,39113-2019,39113,532139,0.9275719300024994,256072,276067,39.1,32601,58121,203450,134425,97145,2.0,387459,114623,1408,12607,328,15714,514741,17398
5344,31146.0,39113-2020,39113,536629,0.9399080346749764,260003,276626,39.0,32458,59741,206242,134615,96785,2.0,389723,115980,1457,12875,351,16243,518347,18282
5345,32692.0,39113-2021,39113,535840,0.93791048230767,259336,276504,38.9,31827,59411,207641,131879,98142,2.0,388075,116441,1463,12895,367,16599,516730,19110
5346,22937.0,39115-2019,39115,14505,0.9916243306329808,7222,7283,45.1,752,1508,4792,4077,3186,6.0,13427,431,64,27,1,555,14364,141
5347,23053.0,39115-2020,39115,13741,1.0051072522982636,6888,6853,45.2,680,1411,4544,3894,3006,6.0,12688,426,53,30,1,543,13605,136
5348,23497.0,39115-2021,39115,13682,1.0073356807511735,6866,6816,45.3,676,1379,4569,3825,3052,6.0,12635,410,53,29,1,554,13539,143
5349,28257.0,39117-2019,39117,35342,1.0034011677342554,17701,17641,42.6,1941,3925,12298,10368,6291,1.0,34290,271,82,141,15,543,34778,564
5350,30098.0,39117-2020,39117,34964,1.0209236460320212,17663,17301,42.8,1915,3880,12167,10208,6296,1.0,33889,291,83,162,16,523,34378,586
5351,30352.0,39117-2021,39117,35151,1.0171582692528405,17725,17426,42.9,1943,3773,12296,10145,6494,1.0,34022,309,88,162,14,556,34530,621
5352,25148.0,39119-2019,39119,86042,0.9463433392901576,41835,44207,40.3,5216,9768,31499,22823,15630,4.0,79400,3275,276,466,26,2599,84955,1087
5353,26376.0,39119-2020,39119,86342,0.9590679100583124,42269,44073,40.3,5107,10021,31604,22905,15580,4.0,79530,3314,278,493,28,2699,85190,1152
5354,28877.0,39119-2021,39119,86408,0.9578556215162912,42274,44134,40.3,5085,10019,31722,22496,15915,4.0,79422,3411,282,489,28,2776,85249,1159
5355,24440.0,39121-2019,39121,14451,1.411313198731854,8458,5993,53.2,725,1386,3777,4334,4089,7.0,13800,400,56,41,3,151,14348,103
5356,25776.0,39121-2020,39121,14090,1.4406720942317686,8317,5773,53.1,703,1373,3671,4214,3980,7.0,13437,398,52,46,3,154,13986,104
5357,26411.0,39121-2021,39121,14176,1.4783216783216784,8456,5720,52.9,710,1381,3761,4102,4069,7.0,13436,461,54,49,3,173,14066,110
5358,34560.0,39123-2019,39123,40532,0.9854028900318392,20117,20415,49.8,1752,3665,12072,12039,10519,4.0,39253,403,96,157,16,607,38416,2116
5359,38553.0,39123-2020,39123,40260,1.0024869435463817,20155,20105,49.8,1699,3702,12047,11908,10426,4.0,38954,439,105,155,15,592,38105,2155
5360,40728.0,39123-2021,39123,40104,1.001996805111821,20072,20032,50.1,1650,3663,12046,11697,10578,4.0,38746,432,104,164,16,642,37949,2155
5361,28300.0,39125-2019,39125,18672,0.9842720510095644,9262,9410,41.8,1072,2233,6444,5073,3574,6.0,17999,214,92,67,6,294,17758,914
5362,28867.0,39125-2020,39125,18804,1.0002127433251782,9403,9401,41.7,1102,2247,6459,5093,3600,6.0,18105,225,97,66,7,304,17851,953
5363,30831.0,39125-2021,39125,18871,0.9998940228910556,9435,9436,41.2,1146,2232,6570,4984,3628,6.0,18183,233,94,65,7,289,17896,975
5364,23484.0,39127-2019,39127,36127,1.0020504294818509,18082,18045,40.9,2185,4327,12822,10122,6164,1.0,35168,181,127,75,43,533,35805,322
5365,24668.0,39127-2020,39127,35439,1.0156409964736663,17857,17582,40.8,2093,4317,12569,9868,6074,1.0,34466,191,122,74,48,538,35115,324
5366,26299.0,39127-2021,39127,35460,1.0127142694971052,17842,17618,41.0,2069,4294,12561,9743,6257,1.0,34422,204,125,81,53,575,35104,356
5367,27760.0,39129-2019,39129,58521,1.1034829804823694,30700,27821,39.8,3181,6256,23170,15860,9346,1.0,54752,2286,169,314,19,981,57629,892
5368,28017.0,39129-2020,39129,58628,1.1126445893841663,30877,27751,39.8,3160,6404,23066,15912,9339,1.0,54871,2225,169,327,18,1018,57682,946
5369,30342.0,39129-2021,39129,59333,1.1211568711568711,31361,27972,39.7,3158,6406,23563,15888,9541,1.0,55363,2346,179,338,24,1083,58337,996
5370,24318.0,39131-2019,39131,27784,0.9801867293849332,13753,14031,41.3,1717,3231,9754,7604,5074,7.0,26630,314,190,74,21,555,27461,323
5371,26006.0,39131-2020,39131,27050,0.9932208385527964,13479,13571,41.2,1699,3165,9456,7430,4904,7.0,25847,329,196,78,21,579,26707,343
5372,26568.0,39131-2021,39131,27089,0.9921311957640828,13491,13598,41.1,1700,3189,9493,7343,4971,7.0,25822,346,205,87,22,607,26727,362
5373,30054.0,39133-2019,39133,162426,0.9600333055786844,79557,82869,38.8,7263,15162,67590,42901,27690,2.0,147469,7734,335,3371,86,3431,159223,3203
5374,31658.0,39133-2020,39133,161775,0.9694073821581612,79631,82144,39.0,7065,15265,67183,42604,27803,2.0,146532,7916,320,3404,91,3512,158413,3362
5375,34290.0,39133-2021,39133,162382,0.9694602789569436,79932,82450,39.2,7070,15086,67475,42176,28680,2.0,146606,8176,352,3491,93,3664,158873,3509
5376,28890.0,39135-2019,39135,40848,0.9824314486775054,20243,20605,42.9,2229,4643,13993,11384,8052,6.0,39566,315,137,262,6,562,40438,410
5377,29769.0,39135-2020,39135,40964,0.99551831644583,20436,20528,42.8,2172,4697,14053,11421,8024,6.0,39606,328,140,274,9,607,40517,447
5378,31040.0,39135-2021,39135,40867,0.9990705865088294,20424,20443,42.9,2172,4590,14104,11269,8120,6.0,39524,326,148,272,6,591,40402,465
5379,31743.0,39137-2019,39137,33843,0.9979337623236318,16904,16939,39.8,2241,4518,11617,8941,6047,6.0,33155,203,118,96,8,263,31643,2200
5380,32507.0,39137-2020,39137,34380,1.014295758143895,17312,17068,40.0,2217,4669,11781,9030,6159,6.0,33690,203,113,100,7,267,32094,2286
5381,33676.0,39137-2021,39137,34318,1.0166891931597817,17301,17017,40.1,2186,4624,11823,8860,6310,6.0,33556,232,131,108,7,284,31984,2334
5382,25585.0,39139-2019,39139,121384,1.0347665744698684,61729,59655,41.2,6987,13325,44428,31085,24111,3.0,105557,11703,290,978,63,2793,118836,2548
5383,25570.0,39139-2020,39139,124840,1.0410699104048131,63676,61164,41.1,7069,13959,45671,31807,24712,3.0,108586,11850,290,1046,65,3003,122204,2636
5384,27534.0,39139-2021,39139,125195,1.045369145060367,63986,61209,40.9,7040,13871,46208,31334,25065,3.0,108762,11890,293,1069,65,3116,122420,2775
5385,24913.0,39141-2019,39141,76613,1.088856776726559,39936,36677,41.5,4283,8153,28441,21659,13134,4.0,69470,4349,276,421,25,2072,75549,1064
5386,25576.0,39141-2020,39141,76985,1.1038176700461837,40392,36593,41.5,4225,8280,28548,21663,13227,4.0,69796,4374,269,389,24,2133,75898,1087
5387,27086.0,39141-2021,39141,76891,1.1094345834133494,40440,36451,41.6,4092,8103,28723,21384,13537,4.0,69613,4498,268,383,24,2105,75838,1053
5388,27319.0,39143-2019,39143,58520,0.9848053181386516,29036,29484,42.2,3288,6521,20526,16115,11298,4.0,54454,1969,229,281,9,1578,52472,6048
5389,28624.0,39143-2020,39143,58832,0.9964029997624624,29363,29469,42.1,3250,6604,20707,16144,11335,4.0,54689,2031,215,283,11,1603,52644,6188
5390,29904.0,39143-2021,39143,58715,0.9973805959994556,29319,29396,42.2,3175,6559,20799,15766,11612,4.0,54426,2089,233,290,16,1661,52432,6283
5391,23719.0,39145-2019,39145,75051,0.9784625929245532,37117,37934,40.8,4309,8159,27954,19864,13832,4.0,70829,2035,421,297,13,1456,73943,1108
5392,23512.0,39145-2020,39145,73720,0.9860983889218168,36602,37118,40.8,4109,8150,27379,19532,13588,4.0,69509,1995,406,286,14,1510,72595,1125
5393,23958.0,39145-2021,39145,73346,0.98543663039359,36404,36942,40.8,4009,8083,27399,19102,13770,4.0,69041,2075,407,290,15,1518,72191,1155
5394,27100.0,39147-2019,39147,55220,1.0007971303308092,27621,27599,40.2,3100,5860,21033,14238,10248,4.0,51814,1474,173,431,27,1301,52188,3032
5395,26810.0,39147-2020,39147,54990,1.014507088691065,27693,27297,40.3,3024,5933,20959,14167,10169,4.0,51531,1457,177,440,28,1357,51952,3038
5396,28992.0,39147-2021,39147,54906,1.0136428650016502,27639,27267,40.4,2998,5836,21041,13901,10388,4.0,51434,1456,189,426,32,1369,51783,3123
5397,29381.0,39149-2019,39149,48592,1.0047031643219604,24353,24239,39.8,3131,5956,17442,13107,8275,4.0,45626,1137,111,582,58,1078,47802,790
5398,30211.0,39149-2020,39149,48119,1.016384512236004,24255,23864,39.8,3082,5946,17187,13006,8190,4.0,45098,1115,109,586,52,1159,47340,779
5399,31861.0,39149-2021,39149,47977,1.018894125568086,24213,23764,39.8,3078,5863,17160,12803,8341,4.0,44948,1130,116,591,55,1137,47193,784
5400,29495.0,39151-2019,39151,370723,0.9451947697603156,180139,190584,42.0,20774,39620,132435,99507,73744,2.0,325813,29687,1098,3642,153,10330,362501,8222
5401,30168.0,39151-2020,39151,374357,0.9590304197432664,183264,191093,41.8,20809,40722,134108,99869,74005,2.0,328507,30101,1117,3694,159,10779,365708,8649
5402,31765.0,39151-2021,39151,373834,0.9586201837938658,182968,190866,41.8,20410,40421,135055,97837,75216,2.0,327263,30387,1128,3795,161,11100,364752,9082
5403,33606.0,39153-2019,39153,540814,0.9410799849254348,262199,278615,41.1,30204,56191,201502,146956,99566,2.0,421642,81749,1134,21874,225,14190,528113,12701
